isFiller,Condition_Q,Condition_GP,Participant,Item,irt,File_pair
True,False,True,203,21,2618,203.21FDY
False,True,True,203,5,2062,203.5EQY
True,True,False,203,46,2404,203.46FQN
True,False,True,203,27,2451,203.27FDY
True,True,False,203,40,4397,203.40FQN
False,False,False,203,7,1898,203.7EDN
False,True,True,203,3,4611,203.3EQY
True,True,False,203,37,1440,203.37FQN
True,False,True,203,18,1514,203.18FDY
True,True,False,203,47,1618,203.47FQN
False,False,True,203,9,1815,203.9EDY
True,False,True,203,20,2028,203.20FDY
True,True,False,203,41,2374,203.41FQN
False,True,True,203,2,2192,203.2EQY
True,False,True,203,26,1435,203.26FDY
True,True,True,203,32,3180,203.32FQY
True,False,False,203,36,1727,203.36FDN
False,True,False,203,6,1691,203.6EQN
False,False,False,203,13,1945,203.13EDN
True,False,False,203,44,3930,203.44FDN
True,False,True,203,23,2930,203.23FDY
True,True,False,203,33,2358,203.33FQN
False,False,True,203,12,1615,203.12EDY
False,True,False,203,16,1745,203.16EQN
True,False,True,203,28,2191,203.28FDY
False,False,True,203,1,1664,203.1EDY
True,True,True,203,31,3273,203.31FQY
True,True,True,203,25,2759,203.25FQY
True,True,False,203,42,3521,203.42FQN
True,True,False,203,35,3047,203.35FQN
False,False,False,203,8,2987,203.8EDN
True,True,False,203,38,2632,203.38FQN
True,True,False,203,48,1708,203.48FQN
True,False,False,203,45,1785,203.45FDN
True,False,True,203,22,1945,203.22FDY
True,False,True,203,17,3430,203.17FDY
False,False,False,203,11,2935,203.11EDN
False,False,True,203,15,1541,203.15EDY
True,True,False,203,43,1418,203.43FQN
True,True,False,203,39,1868,203.39FQN
True,False,True,203,29,2901,203.29FDY
True,False,True,203,24,1661,203.24FDY
False,True,False,203,4,1702,203.4EQN
True,True,True,203,30,2015,203.30FQY
True,False,False,203,34,1721,203.34FDN
False,True,True,205,4,15041,205.4EQY
False,True,True,205,16,7429,205.16EQY
False,False,False,205,12,8809,205.12EDN
True,False,True,205,27,16198,205.27FDY
True,True,False,205,40,10505,205.40FQN
True,True,False,205,37,9682,205.37FQN
True,False,True,205,21,5194,205.21FDY
True,True,False,205,46,10661,205.46FQN
True,False,True,205,19,6408,205.19FDY
False,False,True,205,8,12095,205.8EDY
False,False,False,205,1,6001,205.1EDN
True,True,False,205,41,12031,205.41FQN
True,False,True,205,26,12984,205.26FDY
True,True,True,205,32,7135,205.32FQY
True,False,False,205,36,13718,205.36FDN
True,True,False,205,47,15128,205.47FQN
True,False,True,205,20,14111,205.20FDY
False,False,False,205,15,12994,205.15EDN
True,False,True,205,18,6041,205.18FDY
False,False,True,205,11,7949,205.11EDY
True,False,True,205,28,10371,205.28FDY
True,True,True,205,31,10089,205.31FQY
True,True,False,205,42,17221,205.42FQN
True,True,True,205,25,9252,205.25FQY
True,True,False,205,38,9572,205.38FQN
True,True,False,205,35,16651,205.35FQN
False,True,False,205,10,6849,205.10EQN
False,True,True,205,6,11784,205.6EQY
False,True,True,205,14,11274,205.14EQY
False,True,False,205,2,8075,205.2EQN
False,False,False,205,9,9662,205.9EDN
True,False,True,205,23,11788,205.23FDY
True,False,False,205,44,11248,205.44FDN
True,True,False,205,33,12844,205.33FQN
True,True,False,205,43,8472,205.43FQN
True,True,False,205,39,21859,205.39FQN
True,False,True,205,24,6492,205.24FDY
True,False,True,205,29,9569,205.29FDY
True,True,True,205,30,13575,205.30FQY
True,False,False,205,34,6985,205.34FDN
False,False,True,205,7,18315,205.7EDY
False,True,False,205,3,7879,205.3EQN
False,True,False,205,5,7149,205.5EQN
True,False,True,205,17,10054,205.17FDY
False,False,True,205,13,8580,205.13EDY
True,True,False,205,48,9675,205.48FQN
True,False,True,205,22,12178,205.22FDY
True,False,False,205,45,7069,205.45FDN
True,False,False,20,33,7455,20.33FDN
True,True,True,20,23,10054,20.23FQY
True,True,False,20,44,10468,20.44FQN
True,False,False,20,38,9529,20.38FDN
True,False,False,20,35,11924,20.35FDN
True,False,False,20,42,6905,20.42FDN
True,False,True,20,25,11764,20.25FDY
True,False,True,20,31,8249,20.31FDY
True,True,True,20,28,8675,20.28FQY
False,False,True,20,14,8939,20.14EDY
False,False,True,20,4,10152,20.4EDY
False,False,False,20,10,11804,20.10EDN
False,True,True,20,13,8979,20.13EQY
True,True,True,20,17,11164,20.17FQY
True,True,True,20,22,11431,20.22FQY
True,True,False,20,45,11608,20.45FQN
True,False,False,20,48,10718,20.48FDN
True,False,True,20,30,9402,20.30FDY
True,True,False,20,34,9255,20.34FQN
True,True,True,20,24,7499,20.24FQY
True,True,True,20,29,10114,20.29FQY
True,False,False,20,39,7152,20.39FDN
True,False,False,20,43,7012,20.43FDN
False,True,False,20,1,11865,20.1EQN
False,True,True,20,8,9635,20.8EQY
True,False,False,20,46,13884,20.46FDN
True,True,True,20,21,9072,20.21FQY
True,True,True,20,19,6265,20.19FQY
False,True,False,20,9,10864,20.9EQN
False,False,False,20,2,10489,20.2EDN
False,False,True,20,16,9332,20.16EDY
False,True,False,20,12,14031,20.12EQN
False,False,True,20,6,8542,20.6EDY
True,False,False,20,37,10871,20.37FDN
True,False,False,20,40,10805,20.40FDN
True,True,True,20,27,12224,20.27FQY
True,True,True,20,20,8126,20.20FQY
True,False,False,20,47,10671,20.47FDN
False,True,True,20,11,11278,20.11EQY
True,True,True,20,18,15041,20.18FQY
False,True,False,20,15,12257,20.15EQN
False,False,False,20,5,7515,20.5EDN
False,False,False,20,3,10045,20.3EDN
False,True,True,20,7,10581,20.7EQY
True,False,True,20,32,10729,20.32FDY
True,True,False,20,36,9692,20.36FQN
True,True,True,20,26,809,20.26FQY
True,False,False,20,41,9395,20.41FDN
True,False,True,9,22,5095,9.22FDY
True,False,False,9,45,5745,9.45FDN
True,True,False,9,48,5970,9.48FQN
False,False,True,9,13,7633,9.13EDY
True,False,True,9,17,5698,9.17FDY
False,False,True,9,8,5648,9.8EDY
False,False,False,9,1,6162,9.1EDN
True,True,True,9,30,5784,9.30FQY
True,False,False,9,34,7229,9.34FDN
True,False,True,9,24,6771,9.24FDY
True,False,True,9,29,6015,9.29FDY
True,True,False,9,39,3390,9.39FQN
True,True,False,9,43,7125,9.43FQN
True,True,False,9,33,7175,9.33FQN
True,False,True,9,23,5098,9.23FDY
True,False,False,9,44,4439,9.44FDN
False,True,True,9,4,6755,9.4EQY
False,True,True,9,14,11970,9.14EQY
False,True,False,9,10,5640,9.10EQN
True,True,False,9,38,5995,9.38FQN
True,True,False,9,35,7552,9.35FQN
True,True,False,9,42,15544,9.42FQN
True,True,True,9,25,6492,9.25FQY
True,True,True,9,31,7489,9.31FQY
True,False,True,9,28,6024,9.28FDY
False,False,True,9,11,6571,9.11EDY
False,True,False,9,5,5798,9.5EQN
True,False,True,9,18,5775,9.18FDY
False,False,False,9,15,6748,9.15EDN
True,False,True,9,20,2820,9.20FDY
True,True,False,9,47,6291,9.47FQN
True,True,True,9,32,9509,9.32FQY
True,False,False,9,36,4101,9.36FDN
True,False,True,9,26,6382,9.26FDY
True,True,False,9,41,6712,9.41FQN
False,True,False,9,3,6589,9.3EQN
False,False,True,9,7,6375,9.7EDY
False,False,False,9,9,5518,9.9EDN
True,False,True,9,19,5784,9.19FDY
True,True,False,9,46,6639,9.46FQN
True,False,True,9,21,4529,9.21FDY
True,True,False,9,37,7469,9.37FQN
True,True,False,9,40,2219,9.40FQN
True,False,True,9,27,6415,9.27FDY
False,True,True,9,6,3869,9.6EQY
False,True,True,9,16,5781,9.16EQY
False,False,False,9,12,6148,9.12EDN
False,True,False,9,2,3749,9.2EQN
True,False,False,11,44,4488,11.44FDN
True,False,True,11,23,4715,11.23FDY
False,True,False,11,16,3869,11.16EQN
False,True,True,11,5,23343,11.5EQY
False,False,False,11,7,11978,11.7EDN
False,True,True,11,3,5178,11.3EQY
True,True,True,11,31,7559,11.31FQY
True,False,True,11,28,4861,11.28FDY
True,True,False,11,35,5334,11.35FQN
True,True,True,11,25,20549,11.25FQY
True,True,False,11,42,3989,11.42FQN
True,True,False,11,48,5775,11.48FQN
True,False,False,11,45,16128,11.45FDN
True,False,True,11,17,5028,11.17FDY
False,True,False,11,6,4602,11.6EQN
False,False,False,11,11,8629,11.11EDN
False,False,True,11,15,10854,11.15EDY
True,True,False,11,39,5491,11.39FQN
True,True,False,11,43,20515,11.43FQN
True,True,True,11,30,10907,11.30FQY
True,False,False,11,34,6045,11.34FDN
True,False,True,11,29,4935,11.29FDY
True,False,True,11,24,16293,11.24FDY
True,False,True,11,19,8356,11.19FDY
False,True,True,11,10,7466,11.10EQY
True,False,True,11,21,-210,11.21FDY
True,True,False,11,37,5261,11.37FQN
False,False,False,11,8,5178,11.8EDN
False,False,True,11,1,7086,11.1EDY
True,False,True,11,27,1232,11.27FDY
True,False,True,11,18,5512,11.18FDY
True,True,False,11,47,7783,11.47FQN
True,True,False,11,41,3089,11.41FQN
True,True,True,11,32,10488,11.32FQY
True,False,False,11,36,31679,11.36FDN
False,True,False,11,4,4971,11.4EQN
True,True,False,7,41,8399,7.41FQN
True,False,False,7,36,0,7.36FDN
True,True,True,7,32,0,7.32FQY
True,False,True,7,26,8158,7.26FDY
False,False,False,7,13,6185,7.13EDN
False,True,False,7,4,6098,7.4EQN
True,False,True,7,18,6645,7.18FDY
True,True,False,7,47,5087,7.47FQN
True,False,True,7,20,8039,7.20FDY
True,False,True,7,27,6464,7.27FDY
True,True,False,7,37,5371,7.37FQN
True,True,False,7,40,9929,7.40FQN
False,False,True,7,1,4877,7.1EDY
False,True,False,7,14,6732,7.14EQN
True,False,True,7,19,3667,7.19FDY
False,True,True,7,10,4744,7.10EQY
False,False,False,7,8,3150,7.8EDN
True,False,True,7,21,3721,7.21FDY
True,True,False,7,46,6869,7.46FQN
False,False,False,7,11,4261,7.11EDN
False,False,True,7,9,7772,7.9EDY
False,False,True,7,15,5394,7.15EDY
True,True,False,7,39,5897,7.39FQN
True,True,False,7,43,5094,7.43FQN
True,False,False,7,34,4169,7.34FDN
True,True,True,7,30,5338,7.30FQY
True,False,True,7,29,4731,7.29FDY
True,False,True,7,24,5267,7.24FDY
True,True,False,7,48,5970,7.48FQN
True,False,False,7,45,4500,7.45FDN
True,False,True,7,22,7019,7.22FDY
False,True,True,7,2,6810,7.2EQY
False,True,False,7,6,5405,7.6EQN
True,False,True,7,17,5434,7.17FDY
False,True,True,7,5,5508,7.5EQY
True,True,True,7,31,5451,7.31FQY
True,False,True,7,28,5972,7.28FDY
True,True,False,7,35,8188,7.35FQN
True,True,False,7,38,3990,7.38FQN
True,True,True,7,25,8655,7.25FQY
True,True,False,7,42,6435,7.42FQN
True,False,False,7,44,8671,7.44FDN
True,False,True,7,23,4751,7.23FDY
True,True,False,7,33,6485,7.33FQN
False,True,False,7,16,6662,7.16EQN
False,False,True,7,12,4691,7.12EDY
False,True,True,7,3,6631,7.3EQY
False,False,False,7,7,4841,7.7EDN
True,False,False,16,33,13005,16.33FDN
True,True,True,16,23,8399,16.23FQY
True,True,False,16,44,12268,16.44FQN
False,True,False,16,9,8396,16.9EQN
False,False,True,16,14,7885,16.14EDY
False,False,True,16,6,8649,16.6EDY
False,False,False,16,10,20938,16.10EDN
False,False,False,16,2,11085,16.2EDN
True,False,False,16,42,10668,16.42FDN
True,False,True,16,25,19115,16.25FDY
True,False,False,16,38,10743,16.38FDN
True,False,False,16,35,9609,16.35FDN
True,True,True,16,28,11161,16.28FQY
True,False,True,16,31,9901,16.31FDY
True,True,True,16,22,11695,16.22FQY
True,True,False,16,45,10104,16.45FQN
True,False,False,16,48,9719,16.48FDN
False,False,False,16,5,8916,16.5EDN
True,True,True,16,17,8159,16.17FQY
False,True,True,16,13,13818,16.13EQY
False,True,True,16,7,13915,16.7EQY
False,False,False,16,3,12035,16.3EDN
True,True,True,16,24,14964,16.24FQY
True,True,True,16,29,11745,16.29FQY
True,True,False,16,34,18622,16.34FQN
True,False,True,16,30,13215,16.30FDY
True,False,False,16,43,7932,16.43FDN
True,False,False,16,39,8035,16.39FDN
True,True,True,16,19,8829,16.19FQY
True,False,False,16,46,7740,16.46FDN
True,True,True,16,21,13548,16.21FQY
True,False,False,16,40,8899,16.40FDN
True,False,False,16,37,9456,16.37FDN
True,True,True,16,27,11721,16.27FQY
False,True,False,16,12,9219,16.12EQN
False,False,True,16,16,12501,16.16EDY
False,False,True,16,4,10106,16.4EDY
True,True,True,16,18,13231,16.18FQY
False,True,True,16,11,13704,16.11EQY
False,True,False,16,15,9622,16.15EQN
True,True,True,16,20,12141,16.20FQY
True,False,False,16,47,9635,16.47FDN
True,True,True,16,26,11982,16.26FQY
True,True,False,16,36,14951,16.36FQN
True,False,True,16,32,9002,16.32FDY
True,False,False,16,41,15418,16.41FDN
False,True,True,16,8,19545,16.8EQY
False,True,False,16,1,13441,16.1EQN
True,True,True,6,20,11308,6.20FQY
False,False,False,6,6,15375,6.6EDN
True,False,False,6,47,11055,6.47FDN
False,False,True,6,2,13125,6.2EDY
True,True,True,6,18,14644,6.18FQY
False,True,False,6,13,12594,6.13EQN
False,True,True,6,9,19602,6.9EQY
True,True,True,6,26,11465,6.26FQY
True,False,True,6,32,7206,6.32FDY
True,True,False,6,36,14171,6.36FQN
True,False,False,6,41,12618,6.41FDN
True,False,False,6,46,12179,6.46FDN
False,False,True,6,3,6425,6.3EDY
False,True,False,6,7,269,6.7EQN
True,True,True,6,21,13518,6.21FQY
False,False,True,6,10,12659,6.10EDY
True,True,True,6,19,10531,6.19FQY
False,False,False,6,14,9369,6.14EDN
True,False,False,6,40,13318,6.40FDN
False,False,True,6,5,10052,6.5EDY
True,False,False,6,37,12312,6.37FDN
True,True,True,6,27,10741,6.27FQY
True,True,True,6,17,9766,6.17FQY
True,True,False,6,45,24922,6.45FQN
False,False,False,6,4,13079,6.4EDN
True,True,True,6,22,11385,6.22FQY
True,False,False,6,48,14385,6.48FDN
True,True,True,6,29,10139,6.29FQY
True,True,True,6,24,10651,6.24FQY
True,False,True,6,30,11118,6.30FDY
True,True,False,6,34,9929,6.34FQN
True,False,False,6,43,8609,6.43FDN
True,False,False,6,39,6939,6.39FDN
False,True,True,6,15,-1380,6.15EQY
False,True,False,6,11,14045,6.11EQN
False,True,True,6,12,15431,6.12EQY
False,False,False,6,16,12938,6.16EDN
True,False,False,6,33,6120,6.33FDN
False,True,False,6,8,10598,6.8EQN
False,True,True,6,1,13351,6.1EQY
True,True,False,6,44,11962,6.44FQN
True,True,True,6,23,13971,6.23FQY
True,False,True,6,25,15328,6.25FDY
True,False,False,6,42,10620,6.42FDN
True,False,False,6,35,6121,6.35FDN
True,False,False,6,38,10259,6.38FDN
True,True,True,6,28,18868,6.28FQY
True,False,True,6,31,12444,6.31FDY
True,True,True,17,31,9239,17.31FQY
True,False,True,17,28,4078,17.28FDY
True,True,False,17,38,2939,17.38FQN
False,True,True,17,4,-749,17.4EQY
True,True,False,17,35,5321,17.35FQN
True,True,False,17,42,6172,17.42FQN
True,True,True,17,25,7919,17.25FQY
False,True,False,17,10,9926,17.10EQN
False,True,True,17,14,2598,17.14EQY
True,False,True,17,23,2801,17.23FDY
True,False,False,17,44,4244,17.44FDN
True,True,False,17,33,5938,17.33FQN
True,True,False,17,39,7086,17.39FQN
False,False,False,17,1,4767,17.1EDN
True,True,False,17,43,6945,17.43FQN
True,True,True,17,30,8549,17.30FQY
True,False,False,17,34,8666,17.34FDN
False,False,True,17,8,8220,17.8EDY
True,False,True,17,24,8813,17.24FDY
True,False,True,17,29,5095,17.29FDY
False,False,True,17,13,5034,17.13EDY
True,False,True,17,17,4778,17.17FDY
True,True,False,17,48,10373,17.48FQN
True,False,True,17,22,-3210,17.22FDY
True,False,False,17,45,6972,17.45FDN
False,True,True,17,16,8125,17.16EQY
False,False,False,17,12,2148,17.12EDN
False,True,False,17,2,4274,17.2EQN
True,False,True,17,27,3860,17.27FDY
False,True,True,17,6,5218,17.6EQY
True,True,False,17,37,3871,17.37FQN
True,True,False,17,40,4624,17.40FQN
True,False,True,17,21,3480,17.21FDY
True,True,False,17,46,9195,17.46FQN
False,False,False,17,9,3371,17.9EDN
True,False,True,17,19,4991,17.19FDY
True,True,False,17,41,7228,17.41FQN
False,False,True,17,7,10632,17.7EDY
True,True,True,17,32,7109,17.32FQY
True,False,False,17,36,4518,17.36FDN
False,True,False,17,3,3030,17.3EQN
True,False,True,17,26,2964,17.26FDY
True,True,False,17,47,3029,17.47FQN
True,False,True,17,20,2424,17.20FDY
False,True,False,17,5,8908,17.5EQN
False,False,False,17,15,2840,17.15EDN
False,False,True,17,11,2429,17.11EDY
True,False,True,17,18,9118,17.18FDY
False,True,False,1,3,3523,1.3EQN
False,False,True,1,7,1905,1.7EDY
True,True,False,1,47,3231,1.47FQN
True,False,True,1,20,2011,1.20FDY
False,False,False,1,15,1689,1.15EDN
False,False,True,1,11,1779,1.11EDY
True,False,True,1,18,2226,1.18FDY
False,True,False,1,5,1702,1.5EQN
True,True,False,1,41,2639,1.41FQN
True,False,False,1,36,1839,1.36FDN
True,True,True,1,32,3978,1.32FQY
True,False,True,1,26,1701,1.26FDY
False,True,True,1,6,1812,1.6EQY
True,False,True,1,21,2934,1.21FDY
False,True,False,1,2,2089,1.2EQN
True,True,False,1,46,1765,1.46FQN
True,False,True,1,19,2245,1.19FDY
False,False,False,1,12,2099,1.12EDN
False,True,True,1,16,1442,1.16EQY
False,False,False,1,9,1530,1.9EDN
True,False,True,1,27,3324,1.27FDY
True,True,False,1,37,1829,1.37FQN
True,True,False,1,40,1350,1.40FQN
False,False,True,1,13,2089,1.13EDY
True,False,True,1,17,3624,1.17FDY
False,False,True,1,8,1620,1.8EDY
True,True,False,1,48,1020,1.48FQN
True,False,True,1,22,2029,1.22FDY
False,False,False,1,1,1551,1.1EDN
True,False,False,1,45,1215,1.45FDN
True,True,False,1,39,2385,1.39FQN
True,True,False,1,43,1582,1.43FQN
True,False,False,1,34,2035,1.34FDN
True,True,True,1,30,1662,1.30FQY
True,False,True,1,24,1849,1.24FDY
True,False,True,1,29,4367,1.29FDY
False,True,True,1,4,3025,1.4EQY
True,False,True,1,23,2349,1.23FDY
True,False,False,1,44,1979,1.44FDN
True,True,False,1,33,3042,1.33FQN
True,True,True,1,31,1799,1.31FQY
True,False,True,1,28,2035,1.28FDY
True,True,False,1,38,6625,1.38FQN
True,True,False,1,35,3306,1.35FQN
True,True,False,1,42,2701,1.42FQN
True,True,True,1,25,-330,1.25FQY
False,True,False,1,10,2049,1.10EQN
False,True,True,1,14,3054,1.14EQY
True,False,True,10,25,8886,10.25FDY
True,False,False,10,42,7409,10.42FDN
True,False,False,10,35,8033,10.35FDN
False,True,True,10,1,8978,10.1EQY
True,False,False,10,38,9446,10.38FDN
True,True,True,10,28,9379,10.28FQY
True,False,True,10,31,8206,10.31FDY
False,True,False,10,8,6939,10.8EQN
False,False,False,10,16,9729,10.16EDN
False,True,True,10,12,9559,10.12EQY
True,False,False,10,33,5971,10.33FDN
True,True,False,10,44,6659,10.44FQN
True,True,True,10,23,9019,10.23FQY
True,True,True,10,29,8622,10.29FQY
True,True,True,10,24,9426,10.24FQY
True,True,False,10,34,11806,10.34FQN
True,False,True,10,30,9913,10.30FDY
True,False,False,10,43,7141,10.43FDN
True,False,False,10,39,6819,10.39FDN
False,False,False,10,4,8309,10.4EDN
False,True,True,10,15,10352,10.15EQY
False,True,False,10,11,8229,10.11EQN
True,True,True,10,17,8573,10.17FQY
True,True,False,10,45,12352,10.45FQN
True,True,True,10,22,10405,10.22FQY
True,False,False,10,48,11210,10.48FDN
True,False,False,10,40,11058,10.40FDN
True,False,False,10,37,8382,10.37FDN
True,True,True,10,27,7809,10.27FQY
False,True,False,10,7,10532,10.7EQN
False,False,True,10,3,8025,10.3EDY
True,False,False,10,46,6210,10.46FDN
False,False,True,10,5,10444,10.5EDY
True,True,True,10,21,8489,10.21FQY
False,False,True,10,10,9673,10.10EDY
True,True,True,10,19,8723,10.19FQY
False,False,False,10,14,8173,10.14EDN
False,True,False,10,13,9296,10.13EQN
True,True,True,10,26,8146,10.26FQY
True,True,False,10,36,7209,10.36FQN
True,False,True,10,32,7469,10.32FDY
False,False,True,10,2,9399,10.2EDY
True,False,False,10,41,7219,10.41FDN
False,False,False,10,6,8429,10.6EDN
True,True,True,10,20,8129,10.20FQY
False,True,True,10,9,9659,10.9EQY
True,False,False,10,47,7696,10.47FDN
True,True,True,10,18,10243,10.18FQY
True,True,False,19,46,11321,19.46FQN
False,False,False,19,8,8376,19.8EDN
True,False,True,19,21,22686,19.21FDY
False,False,True,19,1,22306,19.1EDY
False,True,True,19,10,35792,19.10EQY
False,True,False,19,14,15988,19.14EQN
True,False,True,19,19,16178,19.19FDY
True,True,False,19,37,11705,19.37FQN
True,True,False,19,40,19494,19.40FQN
True,False,True,19,27,17196,19.27FDY
True,False,True,19,20,1275,19.20FDY
False,True,False,19,4,1275,19.4EQN
True,True,False,19,47,14598,19.47FQN
True,False,True,19,18,9788,19.18FDY
False,False,False,19,13,13582,19.13EDN
True,False,False,19,36,9056,19.36FDN
True,True,True,19,32,10359,19.32FQY
True,False,True,19,26,2152,19.26FDY
True,True,False,19,41,12922,19.41FQN
False,True,False,19,16,17808,19.16EQN
False,False,True,19,12,7972,19.12EDY
False,False,False,19,7,14688,19.7EDN
False,True,True,19,3,13932,19.3EQY
True,True,False,19,33,19028,19.33FQN
True,False,False,19,44,11970,19.44FDN
True,False,True,19,23,10239,19.23FDY
True,True,False,19,35,1289,19.35FQN
True,True,False,19,38,-870,19.38FQN
True,True,True,19,25,17434,19.25FQY
True,True,False,19,42,21024,19.42FQN
False,True,True,19,5,31825,19.5EQY
True,True,True,19,31,29669,19.31FQY
True,False,True,19,28,8969,19.28FDY
True,False,True,19,17,358,19.17FDY
False,True,False,19,6,9712,19.6EQN
True,False,False,19,45,13071,19.45FDN
True,False,True,19,22,12865,19.22FDY
True,True,False,19,48,20400,19.48FQN
False,True,True,19,2,17578,19.2EQY
True,False,False,19,34,21990,19.34FDN
True,True,True,19,30,22459,19.30FQY
True,False,True,19,29,1682,19.29FDY
True,False,True,19,24,20831,19.24FDY
False,False,True,19,9,2939,19.9EDY
True,True,False,19,39,16132,19.39FQN
True,True,False,19,43,15508,19.43FQN
False,False,True,19,15,11545,19.15EDY
False,False,False,19,11,2792,19.11EDN
True,False,False,8,43,4886,8.43FDN
True,False,False,8,39,1229,8.39FDN
True,True,True,8,24,25769,8.24FQY
True,True,True,8,29,0,8.29FQY
True,True,False,8,34,2835,8.34FQN
False,False,False,8,3,7138,8.3EDN
False,True,True,8,7,2909,8.7EQY
True,False,True,8,30,5179,8.30FDY
True,True,True,8,17,4889,8.17FQY
False,True,True,8,13,0,8.13EQY
True,False,False,8,48,0,8.48FDN
False,False,False,8,5,6228,8.5EDN
True,True,True,8,22,7860,8.22FQY
True,True,False,8,45,271,8.45FQN
True,True,True,8,28,4799,8.28FQY
True,False,True,8,31,2579,8.31FDY
False,False,False,8,2,3749,8.2EDN
True,False,False,8,42,9869,8.42FDN
True,False,True,8,25,2220,8.25FDY
True,False,False,8,38,4543,8.38FDN
True,False,False,8,35,3209,8.35FDN
False,False,True,8,6,3105,8.6EDY
False,False,False,8,10,4559,8.10EDN
False,False,True,8,14,2969,8.14EDY
True,True,True,8,23,10078,8.23FQY
True,True,False,8,44,13530,8.44FQN
False,True,False,8,9,8158,8.9EQN
True,False,False,8,33,3330,8.33FDN
True,False,False,8,41,20850,8.41FDN
False,True,False,8,1,0,8.1EQN
True,True,True,8,26,2519,8.26FQY
False,True,True,8,8,3209,8.8EQY
True,True,False,8,36,2309,8.36FQN
True,False,True,8,32,11033,8.32FDY
True,False,False,8,47,2895,8.47FDN
True,True,True,8,20,4738,8.20FQY
False,True,False,8,15,4096,8.15EQN
